"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.465232917E0,9.300369263E0,-1.103861694E2,5.510668945E1,1.237269190E2
6.475221917E0,9.339859009E0,-1.104690552E2,5.538588715E1,1.239283729E2
6.485209917E0,9.341354370E0,-1.108912659E2,5.550223541E1,1.243568731E2
6.495197917E0,9.468444824E0,-1.110292053E2,5.599770355E1,1.247111811E2
6.505186917E0,9.435867310E0,-1.113612366E2,5.610404968E1,1.250520891E2
6.515174917E0,9.572814941E0,-1.129069824E2,5.571604919E1,1.262691712E2
6.525163917E0,9.814865112E0,-1.128373108E2,5.633518219E1,1.264999725E2
6.535151917E0,9.723815918E0,-1.131729431E2,5.668605804E1,1.269487173E2
6.545139917E0,9.844711304E0,-1.132155457E2,5.704602814E1,1.271570975E2
6.555128917E0,9.828643799E0,-1.135566711E2,5.713085175E1,1.274976628E2
6.565116917E0,9.877090454E0,-1.137372131E2,5.739151764E1,1.277790940E2
6.575104917E0,9.977569580E0,-1.136589355E2,5.774977875E1,1.278786240E2
6.585093917E0,1.003895569E1,-1.140382080E2,5.812886047E1,1.283918141E2
6.595081917E0,1.017025757E1,-1.141064453E2,5.858290863E1,1.286688470E2
6.605069917E0,1.006126404E1,-1.145397949E2,5.882253265E1,1.291537224E2
6.615058917E0,1.007263184E1,-1.146884155E2,5.914843750E1,1.294350348E2
6.625046917E0,1.028479004E1,-1.145944824E2,5.937139893E1,1.294705963E2
6.635034917E0,1.029998779E1,-1.149473572E2,5.968593597E1,1.299284250E2
6.645023917E0,1.039784241E1,-1.149883728E2,6.001296997E1,1.301230094E2
6.655011917E0,1.039912415E1,-1.153947144E2,6.007297516E1,1.305099392E2
6.665000917E0,1.058070374E1,-1.154897156E2,6.033304596E1,1.307283524E2
6.674988917E0,1.060032654E1,-1.153935547E2,6.053648376E1,1.307390732E2
6.684976917E0,1.082357788E1,-1.157812195E2,6.092134857E1,1.312777641E2
6.694965917E0,1.099159241E1,-1.159131775E2,6.114064789E1,1.315099184E2
6.704953917E0,1.094853210E1,-1.163632812E2,6.136055756E1,1.320053090E2
6.714941917E0,1.107250977E1,-1.164338989E2,6.176312256E1,1.322654021E2
6.724930917E0,1.125160217E1,-1.165320129E2,6.223987579E1,1.325900099E2
6.734918917E0,1.143806458E1,-1.167379761E2,6.246194458E1,1.328912296E2
6.744906917E0,1.157635498E1,-1.167966309E2,6.267284393E1,1.330539377E2
6.754895917E0,1.153594971E1,-1.173633118E2,6.284531403E1,1.336291831E2
6.764883917E0,1.143191528E1,-1.174420471E2,6.312281799E1,1.338200780E2
6.774871917E0,1.164578247E1,-1.172916260E2,6.345756531E1,1.338649034E2
6.784860917E0,1.154162598E1,-1.177295227E2,6.365245056E1,1.343319921E2
6.794848917E0,1.165635681E1,-1.177333984E2,6.405622101E1,1.345370700E2
6.804837917E0,1.181443787E1,-1.182574768E2,6.413748169E1,1.350482444E2
6.814825917E0,1.191629028E1,-1.183557739E2,6.440666962E1,1.352712323E2
6.824813917E0,1.190179443E1,-1.182261963E2,6.460591125E1,1.352516542E2
6.834802917E0,1.214854431E1,-1.186768799E2,6.497091675E1,1.358418528E2
6.844790917E0,1.226338196E1,-1.188033447E2,6.535971069E1,1.361488782E2
6.854778917E0,1.216786194E1,-1.191766357E2,6.554614258E1,1.365555718E2
6.864767917E0,1.236061096E1,-1.192907104E2,6.583300018E1,1.368102416E2
6.874755917E0,1.244419861E1,-1.192121887E2,6.617444611E1,1.369140655E2
6.884743917E0,1.243783569E1,-1.195953979E2,6.638504028E1,1.373489444E2
6.894732917E0,1.259283447E1,-1.196743774E2,6.648360443E1,1.374794739E2
6.904720917E0,1.251582336E1,-1.202760620E2,6.679689026E1,1.381477523E2
6.914708917E0,1.255603027E1,-1.216329956E2,6.613646698E1,1.390189619E2
6.924697917E0,1.265388489E1,-1.214405518E2,6.623545074E1,1.389066714E2
6.934685917E0,1.267576599E1,-1.218795776E2,6.648372650E1,1.394108761E2
6.944674917E0,1.264672852E1,-1.220822144E2,6.680311584E1,1.397378370E2
6.954662917E0,1.261685181E1,-1.225932922E2,6.683954620E1,1.401992339E2
6.964650917E0,1.284097290E1,-1.226392822E2,6.711244202E1,1.403900424E2
6.974639917E0,1.288986206E1,-1.225652161E2,6.723214722E1,1.403871160E2
6.984627917E0,1.298802185E1,-1.229708557E2,6.731709290E1,1.407910191E2
6.994615917E0,1.328259277E1,-1.229197693E2,6.755377197E1,1.408872211E2
7.004604917E0,1.330233765E1,-1.235413818E2,6.785878754E1,1.415776828E2
7.014592917E0,1.328036499E1,-1.237508240E2,6.803461456E1,1.418426710E2
7.024580917E0,1.346461487E1,-1.238148499E2,6.831488800E1,1.420504728E2
7.034569917E0,1.358766174E1,-1.242998047E2,6.843969727E1,1.425449338E2
7.044557917E0,1.362728882E1,-1.243587341E2,6.855821228E1,1.426570231E2
7.054546917E0,1.366343689E1,-1.247166138E2,6.877260590E1,1.430754856E2
7.064534917E0,1.366966248E1,-1.247616882E2,6.906313324E1,1.432552090E2
7.074522917E0,1.390367126E1,-1.247282410E2,6.934079742E1,1.433826780E2
7.084511917E0,1.404090881E1,-1.251889954E2,6.957659912E1,1.439108572E2
7.094499917E0,1.419779968E1,-1.253311157E2,6.981155396E1,1.441635153E2
7.104487917E0,1.407005310E1,-1.258515625E2,7.004967499E1,1.447188279E2
7.114476917E0,1.425563049E1,-1.259137573E2,7.039520264E1,1.449585521E2
7.124464917E0,1.443043518E1,-1.258590393E2,7.074459839E1,1.450983578E2
7.134452917E0,1.426683044E1,-1.264489746E2,7.111944580E1,1.457767512E2
7.144441917E0,1.444645691E1,-1.265343018E2,7.145816803E1,1.460338982E2
7.154429917E0,1.434234619E1,-1.269696960E2,7.130829620E1,1.463279868E2
7.164417917E0,1.464460754E1,-1.270101624E2,7.169035339E1,1.465795096E2
7.174406917E0,1.485484314E1,-1.271046753E2,7.190287781E1,1.467865412E2
7.184394917E0,1.489526367E1,-1.275591431E2,7.215148926E1,1.473059444E2
7.194382917E0,1.503231812E1,-1.275711365E2,7.250551605E1,1.475039501E2
7.204371917E0,1.500433350E1,-1.280976257E2,7.266545105E1,1.480351293E2
7.214359917E0,1.520880127E1,-1.282393188E2,7.311708069E1,1.484005998E2
7.224348917E0,1.538742065E1,-1.283195190E2,7.345861053E1,1.486567830E2
7.234336917E0,1.535653687E1,-1.287137756E2,7.367946625E1,1.491030617E2
7.244324917E0,1.553439331E1,-1.288634033E2,7.402701569E1,1.494225322E2
7.254313917E0,1.554736328E1,-1.293852539E2,7.416386414E1,1.499417993E2
7.264301917E0,1.573675537E1,-1.294645996E2,7.452021790E1,1.502064942E2
7.274289917E0,1.583343506E1,-1.295733948E2,7.480642700E1,1.504525301E2
7.284278917E0,1.587942505E1,-1.299247742E2,7.490930176E1,1.508111620E2
7.294267333E0,1.594219971E1,-1.300260315E2,7.526776123E1,1.510832833E2
7.304255333E0,1.589749146E1,-1.307105408E2,7.541012573E1,1.517387978E2
7.314244333E0,1.600543213E1,-1.314580994E2,7.504288483E1,1.522131411E2
7.324232333E0,1.616296387E1,-1.314113159E2,7.569985962E1,1.525144062E2
7.334220333E0,1.630838013E1,-1.319730530E2,7.597023773E1,1.531480558E2
7.344209333E0,1.640939331E1,-1.321035767E2,7.611463165E1,1.533429500E2
7.354197333E0,1.625741577E1,-1.326339722E2,7.610839081E1,1.537808873E2
7.364186333E0,1.637350464E1,-1.326099548E2,7.668871307E1,1.540605416E2
7.374174333E0,1.638244629E1,-1.327811584E2,7.685272217E1,1.542905100E2
7.384162333E0,1.626681519E1,-1.332481995E2,7.715699768E1,1.548318256E2
7.394151333E0,1.628842163E1,-1.332482300E2,7.737467194E1,1.549427098E2
7.404139333E0,1.613406372E1,-1.339046326E2,7.752351379E1,1.555655933E2
7.414127333E0,1.632843018E1,-1.340319519E2,7.783644104E1,1.558515105E2
7.424116333E0,1.639129639E1,-1.341025696E2,7.803127289E1,1.560161957E2
7.434104333E0,1.630364990E1,-1.346622925E2,7.823165131E1,1.565884200E2
7.444092333E0,1.640817261E1,-1.347845154E2,7.867224884E1,1.569248752E2
7.454081333E0,1.625241089E1,-1.353189087E2,7.896119690E1,1.575125980E2
7.464069333E0,1.622937012E1,-1.354273987E2,7.924753571E1,1.577470909E2
7.474057333E0,1.640173340E1,-1.355238647E2,7.957826233E1,1.580140330E2
7.484046333E0,1.635269165E1,-1.359804688E2,7.992290497E1,1.585741755E2
7.494034333E0,1.645651245E1,-1.361224060E2,8.047805786E1,1.589869303E2
7.504022333E0,1.650564575E1,-1.366882629E2,8.059277344E1,1.595346755E2
7.514011333E0,1.654809570E1,-1.368890076E2,8.119743347E1,1.600170712E2
7.523999333E0,1.656402588E1,-1.370430298E2,8.162525940E1,1.603678332E2
7.533988333E0,1.655911255E1,-1.374883728E2,8.203401947E1,1.609560102E2
7.543976333E0,1.671304321E1,-1.374905090E2,8.232931519E1,1.611244303E2
7.553964333E0,1.664456177E1,-1.382062378E2,8.282115173E1,1.619794702E2
7.563953333E0,1.692175293E1,-1.381861267E2,8.312158966E1,1.621448427E2
7.573941333E0,1.694296265E1,-1.382154541E2,8.362646484E1,1.624314051E2
7.583929333E0,1.698406982E1,-1.387231750E2,8.426995087E1,1.631992725E2
7.593918333E0,1.720175171E1,-1.388665771E2,8.477033997E1,1.636026804E2
7.603906333E0,1.713742065E1,-1.394349060E2,8.490904236E1,1.641503265E2
7.613894333E0,1.730606079E1,-1.394711304E2,8.556104279E1,1.645368894E2
7.623883333E0,1.748190308E1,-1.394744263E2,8.603630066E1,1.648058784E2
7.633871333E0,1.737023926E1,-1.401017151E2,8.649203491E1,1.655629424E2
7.643859333E0,1.756817627E1,-1.402572327E2,8.676597595E1,1.658585744E2
7.653848333E0,1.742056274E1,-1.408263245E2,8.723176575E1,1.665680360E2
7.663836333E0,1.756604004E1,-1.408435364E2,8.786040497E1,1.669278834E2
7.673825333E0,1.775082397E1,-1.410331421E2,8.836194611E1,1.673716596E2
7.683813333E0,1.788677979E1,-1.415208435E2,8.884189606E1,1.680504940E2
7.693801333E0,1.785055542E1,-1.416784058E2,8.912979126E1,1.683316152E2
7.703790333E0,1.791979980E1,-1.423780212E2,8.957051086E1,1.691611556E2
7.713778333E0,1.797434998E1,-1.446723328E2,8.816557312E1,1.703711519E2
7.723766333E0,1.816984558E1,-1.447290955E2,8.855531311E1,1.706420166E2
7.733755333E0,1.824507141E1,-1.451469116E2,8.875697327E1,1.711090555E2
7.743743333E0,1.838743591E1,-1.454502563E2,8.921481323E1,1.716192232E2
7.753731333E0,1.836915588E1,-1.461339722E2,8.949996948E1,1.723450268E2
7.763720333E0,1.851908875E1,-1.461940308E2,8.999681091E1,1.726704296E2
7.773708333E0,1.865892029E1,-1.465085144E2,9.041654205E1,1.731705840E2
7.783696333E0,1.866822815E1,-1.470502930E2,9.077427673E1,1.738167447E2
7.793685333E0,1.902180481E1,-1.473156128E2,9.144441986E1,1.744299308E2
7.803673333E0,1.930961609E1,-1.481099243E2,9.199286652E1,1.754197778E2
7.813661333E0,1.956504822E1,-1.482692871E2,9.250758362E1,1.758528522E2
7.823650333E0,1.976457214E1,-1.482999268E2,9.285110474E1,1.760818964E2
7.833638333E0,1.969929504E1,-1.487741699E2,9.296011353E1,1.765315795E2
7.843627333E0,1.996736145E1,-1.490368652E2,9.345645142E1,1.770446018E2
7.853615333E0,2.000340271E1,-1.495428772E2,9.397187042E1,1.777467881E2
7.863603333E0,2.025221252E1,-1.497727966E2,9.448103333E1,1.782377861E2
7.873592333E0,2.046571350E1,-1.500378113E2,9.502555847E1,1.787737313E2
7.883580333E0,2.069673157E1,-1.505553284E2,9.539207458E1,1.794293997E2
7.893568333E0,2.087825012E1,-1.508430786E2,9.611946106E1,1.800791117E2
7.903557333E0,2.089128113E1,-1.515492249E2,9.656795502E1,1.809115340E2
7.913545333E0,2.114250183E1,-1.515053711E2,9.742213440E1,1.813613937E2
7.923533333E0,2.137571716E1,-1.517764282E2,9.800521851E1,1.819286352E2
7.933522333E0,2.138957214E1,-1.522776184E2,9.832344055E1,1.825198231E2
7.943510333E0,2.162074280E1,-1.525655823E2,9.918180847E1,1.832504967E2
7.953498333E0,2.162922668E1,-1.531795959E2,9.969654083E1,1.840413332E2
7.963487333E0,2.175910950E1,-1.533710327E2,1.002857590E2,1.845355412E2
7.973475333E0,2.188288879E1,-1.536046143E2,1.008571777E2,1.850551503E2
7.983463333E0,2.190882874E1,-1.542642822E2,1.014979019E2,1.859550743E2
7.993452333E0,2.216004944E1,-1.545911865E2,1.020123291E2,1.865369080E2
8.003440333E0,2.233406067E1,-1.551494446E2,1.027444458E2,1.874208675E2
8.013429333E0,2.253132629E1,-1.552835693E2,1.034970932E2,1.879688694E2
8.023417333E0,2.270756531E1,-1.555788879E2,1.043482285E2,1.887034093E2
8.033405333E0,2.285914612E1,-1.563761597E2,1.050565796E2,1.897707269E2
8.043394333E0,2.298115540E1,-1.565491943E2,1.059151993E2,1.904043413E2
8.053382333E0,2.306480408E1,-1.571402893E2,1.064089966E2,1.911751298E2
8.063370333E0,2.308183289E1,-1.572670898E2,1.072922745E2,1.917741920E2
8.073359333E0,2.328584290E1,-1.574829712E2,1.082106476E2,1.924906776E2
8.083347333E0,2.322718811E1,-1.581722412E2,1.089505692E2,1.934636572E2
8.093335333E0,2.353691101E1,-1.582998962E2,1.098799286E2,1.941299617E2
8.103324333E0,2.354255676E1,-1.588609619E2,1.103443298E2,1.948510414E2
8.113312333E0,2.365040588E1,-1.596881409E2,1.097592468E2,1.952094677E2
8.123300333E0,2.391313171E1,-1.599568176E2,1.107097244E2,1.959965930E2
8.133289333E0,2.395332336E1,-1.605086670E2,1.113909073E2,1.968368058E2
8.143277333E0,2.410255432E1,-1.608929749E2,1.121787643E2,1.976146696E2
8.153265333E0,2.431214905E1,-1.615631104E2,1.133162537E2,1.988323227E2
8.163254333E0,2.441392517E1,-1.618004761E2,1.142270279E2,1.995576300E2
8.173242333E0,2.476008606E1,-1.620789185E2,1.152454987E2,2.004099864E2
8.183231333E0,2.489192200E1,-1.627596130E2,1.163218994E2,2.015963385E2
8.193219333E0,2.515950012E1,-1.630347900E2,1.174614563E2,2.025105847E2
8.203207333E0,2.544343567E1,-1.636899719E2,1.184428101E2,2.036430077E2
8.213196333E0,2.563945007E1,-1.639055481E2,1.194614029E2,2.044344317E2
8.223184333E0,2.591963196E1,-1.642274170E2,1.204939423E2,2.053320772E2
8.233172333E0,2.626976013E1,-1.648056641E2,1.213058014E2,2.063155463E2
8.243161333E0,2.660005188E1,-1.651332703E2,1.224224625E2,2.072771551E2
8.253149333E0,2.681480408E1,-1.658517761E2,1.234045029E2,2.084574697E2
8.263137333E0,2.708937073E1,-1.662242432E2,1.244055252E2,2.093825870E2
8.273126333E0,2.750263977E1,-1.665455627E2,1.251443710E2,2.101307528E2
8.283114333E0,2.753660583E1,-1.671754150E2,1.259793625E2,2.111319110E2
8.293102083E0,2.798573303E1,-1.675819702E2,1.270568848E2,2.121564752E2
8.303091083E0,2.820085144E1,-1.683633118E2,1.279022217E2,2.133083943E2
8.313079083E0,2.851359558E1,-1.684606628E2,1.287346802E2,2.139267116E2
8.323068083E0,2.899610901E1,-1.688017578E2,1.297146149E2,2.148503877E2
8.333056083E0,2.931617737E1,-1.696237488E2,1.307993622E2,2.161946520E2
8.343044083E0,2.968867493E1,-1.700637207E2,1.318326569E2,2.172163344E2
8.353033083E0,2.997642517E1,-1.709557190E2,1.328398590E2,2.185654869E2
8.363021083E0,3.044007874E1,-1.712713318E2,1.338826447E2,2.195108882E2
8.373009083E0,3.089561462E1,-1.716969299E2,1.347238922E2,2.204198310E2
8.382998083E0,3.120137024E1,-1.725080566E2,1.358175354E2,2.217632928E2
8.392986083E0,3.163154602E1,-1.730570068E2,1.371848297E2,2.230895780E2
8.402974083E0,3.189753723E1,-1.737735901E2,1.379627228E2,2.241616077E2
8.412963083E0,3.245738220E1,-1.741298523E2,1.391562195E2,2.252535028E2
8.422951083E0,3.300727844E1,-1.746653137E2,1.402499390E2,2.264232709E2
8.432939083E0,3.310316467E1,-1.756563416E2,1.411254272E2,2.277440582E2
8.442928083E0,3.358714294E1,-1.761766052E2,1.421152039E2,2.288296824E2
8.452916083E0,3.389512634E1,-1.771192017E2,1.429456024E2,2.301163541E2
8.462904083E0,3.418290710E1,-1.776147156E2,1.444820099E2,2.314962408E2
8.472893083E0,3.451814270E1,-1.780960693E2,1.458432312E2,2.327658913E2
8.482881083E0,3.479801941E1,-1.790144958E2,1.468335571E2,2.341307015E2
8.492869083E0,3.533021545E1,-1.794333496E2,1.474758759E2,2.349333630E2
8.502858083E0,3.564607239E1,-1.804216309E2,1.484274445E2,2.363330566E2
8.512846083E0,3.599336243E1,-1.809682922E2,1.496146698E2,2.375491409E2
8.522835083E0,3.637286377E1,-1.854239197E2,1.392239075E2,2.347089935E2
8.532823083E0,3.665835571E1,-1.863120117E2,1.403100128E2,2.360993445E2
8.542811083E0,3.694097900E1,-1.869196472E2,1.411087189E2,2.370975769E2
8.552800083E0,3.710821533E1,-1.879032898E2,1.421581879E2,2.385238276E2
8.562788083E0,3.749432373E1,-1.884437866E2,1.432736664E2,2.396752564E2
8.572776083E0,3.788027954E1,-1.890801697E2,1.441484375E2,2.407592120E2
8.582765083E0,3.814764404E1,-1.900878601E2,1.450698853E2,2.421443968E2
8.592753083E0,3.864385986E1,-1.906794434E2,1.463509674E2,2.434555477E2
8.602741083E0,3.888385010E1,-1.916127319E2,1.470886536E2,2.446680708E2
8.612730083E0,3.920553589E1,-1.918798218E2,1.481150513E2,2.455463469E2
8.622718083E0,3.963815308E1,-1.923776245E2,1.492163849E2,2.466695423E2
8.632706083E0,3.991769409E1,-1.935477905E2,1.503593292E2,2.483185402E2
8.642695083E0,4.045138550E1,-1.940453186E2,1.513778839E2,2.494096309E2
8.652683083E0,4.072143555E1,-1.950307922E2,1.521825256E2,2.507085287E2
8.662671083E0,4.111676025E1,-1.956207886E2,1.531670990E2,2.518297860E2
8.672660083E0,4.170889282E1,-1.961184692E2,1.539945679E2,2.528169548E2
8.682648083E0,4.207580566E1,-1.972223511E2,1.548998413E2,2.542852533E2
8.692637083E0,4.255700684E1,-1.978746338E2,1.560808868E2,2.555909090E2
8.702625083E0,4.277273560E1,-1.987493591E2,1.570513153E2,2.568967308E2
8.712613083E0,4.323281860E1,-1.993181458E2,1.580150757E2,2.580030309E2
8.722602083E0,4.366473389E1,-1.999987488E2,1.588391418E2,2.591061201E2
8.732590083E0,4.415042114E1,-2.009820251E2,1.595857086E2,2.604047475E2
8.742578083E0,4.476934814E1,-2.016964417E2,1.606143188E2,2.616920108E2
8.752567083E0,4.519656372E1,-2.028631897E2,1.613942871E2,2.631431531E2
8.762555083E0,4.574789429E1,-2.034381714E2,1.626346436E2,2.644427853E2
8.772543083E0,4.635025024E1,-2.039912720E2,1.636655579E2,2.656072280E2
8.782532083E0,4.664743042E1,-2.050571899E2,1.646924744E2,2.671105483E2
8.792520083E0,4.722140503E1,-2.059060669E2,1.657015533E2,2.684849610E2
8.802508083E0,4.753219604E1,-2.069945679E2,1.667669983E2,2.700320213E2
8.812497083E0,4.807342529E1,-2.075998840E2,1.681631317E2,2.714546094E2
8.822485083E0,4.881063843E1,-2.082546082E2,1.692692261E2,2.727719398E2
8.832474083E0,4.926858521E1,-2.093444519E2,1.702263184E2,2.742799528E2
8.842462083E0,4.995669556E1,-2.099989014E2,1.714429932E2,2.756590465E2
8.852450083E0,5.039636230E1,-2.110569763E2,1.725830383E2,2.772539372E2
8.862439083E0,5.106396484E1,-2.116531982E2,1.741764679E2,2.788226081E2
8.872427083E0,5.169598389E1,-2.123033447E2,1.751892853E2,2.800651185E2
8.882415083E0,5.223413086E1,-2.133209229E2,1.765423126E2,2.817825557E2
8.892404083E0,5.287887573E1,-2.140980835E2,1.775409241E2,2.831164859E2
8.902392083E0,5.332458496E1,-2.152304382E2,1.787700195E2,2.848269172E2
8.912380083E0,5.392764282E1,-2.157987061E2,1.801697998E2,2.862488934E2
8.922369083E0,5.523597717E1,-2.177904053E2,1.636035767E2,2.779384898E2
8.932357083E0,5.569911194E1,-2.189850159E2,1.647288513E2,2.796290806E2
8.942345083E0,5.637013245E1,-2.197039185E2,1.662472382E2,2.812215280E2
8.952334083E0,5.676744080E1,-2.208775330E2,1.675765381E2,2.830041042E2
8.962322083E0,5.738908386E1,-2.215671692E2,1.693475189E2,2.847175786E2
8.972311083E0,5.795664978E1,-2.223322449E2,1.708735046E2,2.863360874E2
8.982299083E0,5.843757629E1,-2.235514832E2,1.721310120E2,2.881307016E2
8.992287083E0,5.921754456E1,-2.245314331E2,1.739909821E2,2.901619270E2
9.002276083E0,5.958128357E1,-2.255838013E2,1.754205017E2,2.919080903E2
9.012264083E0,6.037605286E1,-2.263307190E2,1.770547943E2,2.936311671E2
9.022252083E0,6.093574524E1,-2.272658386E2,1.784502258E2,2.953090069E2
9.032241083E0,6.130021667E1,-2.284523010E2,1.799113312E2,2.971805133E2
9.042229083E0,6.200187683E1,-2.294768982E2,1.815977020E2,2.991347605E2
9.052217083E0,6.231721497E1,-2.306682434E2,1.829809265E2,3.009539720E2
9.062206083E0,6.296000671E1,-2.313665466E2,1.844799500E2,3.025347803E2
9.072194083E0,6.358122253E1,-2.323802185E2,1.857646637E2,3.042230236E2
9.082182083E0,6.393611145E1,-2.337348328E2,1.871303711E2,3.061659259E2
9.092171083E0,6.444856262E1,-2.346656799E2,1.885311890E2,3.078402309E2
9.102159083E0,6.489704895E1,-2.361365662E2,1.899279327E2,3.099108331E2
9.112147083E0,6.545033264E1,-2.372075500E2,1.913384094E2,3.117074827E2
9.122136083E0,6.588096619E1,-2.384570618E2,1.929176025E2,3.137184620E2
9.132124083E0,6.628617859E1,-2.401015930E2,1.942346802E2,3.158634886E2
9.142112083E0,6.702668762E1,-2.412786560E2,1.959385376E2,3.179620688E2
9.152101083E0,6.739418030E1,-2.428437805E2,1.971962891E2,3.200022714E2
9.162089083E0,6.806987000E1,-2.439883118E2,1.985793304E2,3.218657390E2
9.172077083E0,6.881599426E1,-2.451281433E2,1.994564209E2,3.234289900E2
9.182066083E0,6.934220886E1,-2.465987854E2,2.005998535E2,3.253607292E2
9.192054083E0,7.008753967E1,-2.476842346E2,2.020109558E2,3.272127283E2
9.202043083E0,7.062135315E1,-2.491560364E2,2.033457489E2,3.292652420E2
9.212031083E0,7.141056824E1,-2.501711121E2,2.045959167E2,3.309751406E2
9.222019083E0,7.207759094E1,-2.512444153E2,2.057191925E2,3.326248961E2
9.232008083E0,7.277101135E1,-2.525755310E2,2.070710297E2,3.346168410E2
9.241996083E0,7.347630310E1,-2.535313416E2,2.086250000E2,3.364540071E2
9.251984083E0,7.401756287E1,-2.550661926E2,2.098013306E2,3.384582109E2
9.261973083E0,7.472660828E1,-2.558960876E2,2.111965637E2,3.401041931E2
9.271961083E0,7.547962952E1,-2.568276672E2,2.125598602E2,3.418176697E2
9.281949083E0,7.613282776E1,-2.584522400E2,2.140525818E2,3.441108478E2
9.291937667E0,7.674058533E1,-2.593935242E2,2.152123108E2,3.456739165E2
9.301925667E0,7.716090393E1,-2.608004456E2,2.163871460E2,3.475544194E2
9.311913667E0,7.786973572E1,-2.617973328E2,2.176897278E2,3.492711794E2
9.321902667E0,7.506620789E1,-2.698642883E2,1.179128342E2,3.039162815E2
9.331890667E0,7.554402161E1,-2.712979431E2,1.190220490E2,3.057379945E2
9.341878667E0,7.620396423E1,-2.723309021E2,1.197688370E2,3.071086757E2
9.351867667E0,7.664686584E1,-2.735887756E2,1.206773834E2,3.086885017E2
9.361855667E0,7.741813660E1,-2.744706726E2,1.216015701E2,3.100236440E2
9.371844667E0,7.788822937E1,-2.756688538E2,1.225467300E2,3.115727752E2
9.381832667E0,7.833283997E1,-2.770010681E2,1.233773422E2,3.131893902E2
9.391820667E0,7.899821472E1,-2.780587463E2,1.244621429E2,3.147192548E2
9.401809667E0,7.947975159E1,-2.794978943E2,1.251364975E2,3.163783286E2
9.411797667E0,8.016032410E1,-2.804456482E2,1.261119385E2,3.177729695E2
9.421785667E0,8.083576965E1,-2.815392761E2,1.272112732E2,3.193454144E2
9.431774667E0,8.142494202E1,-2.830629578E2,1.282551727E2,3.212538693E2
9.441762667E0,8.222526550E1,-2.842355652E2,1.292663879E2,3.228941775E2
9.451750667E0,8.278813171E1,-2.856877747E2,1.305720520E2,3.248390988E2
9.461739667E0,8.356599426E1,-2.868090515E2,1.321009827E2,3.266395216E2
9.471727667E0,8.426240540E1,-2.878713684E2,1.335369873E2,3.283324606E2
9.481715667E0,8.478205872E1,-2.892751770E2,1.346718445E2,3.301584941E2
9.491704667E0,8.548344421E1,-2.904306335E2,1.359066315E2,3.318553670E2
9.501692667E0,8.587193298E1,-2.919440613E2,1.371730957E2,3.337990143E2
9.511681667E0,8.643128967E1,-2.929781799E2,1.384291840E2,3.353643104E2
9.521669667E0,8.682856750E1,-2.941533508E2,1.396497192E2,3.369976825E2
9.531657667E0,8.719190979E1,-2.956864929E2,1.407372437E2,3.388803668E2
9.541646667E0,8.765303040E1,-2.966988220E2,1.420799866E2,3.404408426E2
9.551634667E0,8.802333069E1,-2.982777405E2,1.435268555E2,3.425166791E2
9.561622667E0,8.856037903E1,-2.992324524E2,1.451744690E2,3.441781919E2
9.571611667E0,8.914839172E1,-3.006579285E2,1.464679260E2,3.461148351E2
9.581599667E0,8.961766052E1,-3.022956238E2,1.480289612E2,3.483195983E2
9.591587667E0,9.017835999E1,-3.035148010E2,1.494848022E2,3.501415102E2
9.601576667E0,9.081108093E1,-3.050442810E2,1.513246765E2,3.524171158E2
9.611564667E0,9.150679016E1,-3.059983826E2,1.531328735E2,3.542007619E2
9.621552667E0,9.230873108E1,-3.073384094E2,1.546190186E2,3.562089845E2
9.631541667E0,9.287638855E1,-3.090841370E2,1.566069031E2,3.587265663E2
9.641529667E0,9.346461487E1,-3.104139709E2,1.582190857E2,3.607294647E2
9.651517667E0,9.416139221E1,-3.118842468E2,1.595972595E2,3.627801489E2
9.661506667E0,9.505216980E1,-3.130670471E2,1.613327942E2,3.647933133E2
9.671494667E0,9.593147278E1,-3.143729553E2,1.630348511E2,3.668972134E2
9.681483667E0,9.667884827E1,-3.159769592E2,1.646306152E2,3.691767570E2
9.691471667E0,9.743894958E1,-3.171747131E2,1.664362488E2,3.712077214E2
9.701459667E0,9.805271912E1,-3.187238464E2,1.680139160E2,3.734004579E2
9.711448667E0,9.883396912E1,-3.196866760E2,1.700093689E2,3.753277365E2
9.721436667E0,9.653564453E1,-3.229303284E2,1.122677612E2,3.552564959E2
9.731424667E0,9.717504883E1,-3.245122986E2,1.141098175E2,3.574524759E2
9.741413667E0,9.793365479E1,-3.254684143E2,1.160447388E2,3.591477006E2
9.751401667E0,9.873330688E1,-3.269136658E2,1.176351318E2,3.611908567E2
9.761389667E0,9.955697632E1,-3.279281311E2,1.191973572E2,3.628449540E2
9.771378667E0,1.003146667E2,-3.290447083E2,1.206616364E2,3.645444868E2
9.781366667E0,1.006948853E2,-3.306146545E2,1.219344788E2,3.664880992E2
9.791354667E0,1.014062500E2,-3.315910950E2,1.231449585E2,3.679681543E2
9.801343667E0,1.019975586E2,-3.332534485E2,1.240438538E2,3.699300482E2
9.811331667E0,1.026242371E2,-3.340252991E2,1.252814789E2,3.712143362E2
9.821319667E0,1.031908264E2,-3.350971375E2,1.264391022E2,3.727268232E2
9.831308667E0,1.039395447E2,-3.364997864E2,1.277687836E2,3.746470302E2
9.841296667E0,1.046502991E2,-3.377234802E2,1.289454193E2,3.763452608E2
9.851285667E0,1.054180908E2,-3.390515442E2,1.302747192E2,3.782068560E2
