"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.591680875E0;-2.192939758E-1;1.175655212E0;9.678573303E0;9.752181100E0
1.601740875E0;-2.362088013E-1;1.167122955E0;9.687404938E0;9.760316850E0
1.611801875E0;-2.360591125E-1;1.168021088E0;9.690099335E0;9.763094913E0
1.621862875E0;-2.197430420E-1;1.165775757E0;9.690249023E0;9.762594238E0
1.631923875E0;-2.145039368E-1;1.173110504E0;9.684261475E0;9.757413617E0
1.641984875E0;-2.004331970E-1;1.172062683E0;9.687404938E0;9.760108546E0
1.652045875E0;-1.998344421E-1;1.176104279E0;9.690249023E0;9.763405206E0
1.662106875E0;-1.941462708E-1;1.182091827E0;9.683812408E0;9.757625563E0
1.672166875E0;-1.874102783E-1;1.186133423E0;9.680968323E0;9.755161853E0
1.682227875E0;-1.703457642E-1;1.178948364E0;9.675130463E0;9.748183748E0
1.692288875E0;-1.669029236E-1;1.190624084E0;9.679022369E0;9.753405371E0
1.702349875E0;-1.484912109E-1;1.213825836E0;9.684111786E0;9.761016539E0
1.712410875E0;-1.489402771E-1;1.191671906E0;9.677076416E0;9.751311353E0
1.722471875E0;-1.604663086E-1;1.184037781E0;9.668544159E0;9.742096338E0
1.732532875E0;-1.691482544E-1;1.198707275E0;9.676327972E0;9.751760523E0
1.742592875E0;-1.550775146E-1;1.189875641E0;9.682465210E0;9.756535534E0
1.752653875E0;-1.437011719E-1;1.179397430E0;9.677974548E0;9.750631758E0
1.762714875E0;-1.559756470E-1;1.198856964E0;9.682315521E0;9.757500719E0
1.772775875E0;-1.607656860E-1;1.203347626E0;9.682315521E0;9.758131223E0
1.782836875E0;-1.386117554E-1;1.189276886E0;9.670340424E0;9.744181681E0
1.792897875E0;-1.344204712E-1;1.193917236E0;9.680818634E0;9.755088757E0
1.802958875E0;-1.399589539E-1;1.206341400E0;9.688003693E0;9.763824232E0
1.813018875E0;-1.522334290E-1;1.185235291E0;9.676477661E0;9.749983469E0
1.823079875E0;-1.685494995E-1;1.182690582E0;9.675729218E0;9.749200061E0
1.833140875E0;-2.034269714E-1;1.185684357E0;9.686357117E0;9.760775795E0
1.843201875E0;-2.245330811E-1;1.177152100E0;9.698930969E0;9.772684591E0
1.853262875E0;-2.359094238E-1;1.168769531E0;9.680219879E0;9.753375435E0
1.863323875E0;-2.486329651E-1;1.162332916E0;9.684560852E0;9.757230911E0
1.873383875E0;-2.505789185E-1;1.167572021E0;9.695937195E0;9.769197117E0
1.883444875E0;-2.338137817E-1;1.168470154E0;9.683662720E0;9.756706158E0
1.893505875E0;-2.311193848E-1;1.164278870E0;9.696685638E0;9.769067193E0
1.903467875E0;-2.230361938E-1;1.180594940E0;9.689201202E0;9.763409727E0
1.913457875E0;-2.017803955E-1;1.173559570E0;9.685908051E0;9.758830471E0
1.923447875E0;-1.847158813E-1;1.177601166E0;9.693691864E0;9.766704993E0
1.933437875E0;-1.676513672E-1;1.190474396E0;9.688752136E0;9.763055578E0
1.943426875E0;-1.666035461E-1;1.190175018E0;9.686357117E0;9.760624340E0
1.953416875E0;-1.725910950E-1;1.187630310E0;9.687105560E0;9.761161180E0
1.963405875E0;-1.920506287E-1;1.183738403E0;9.676477661E0;9.750504601E0
1.973396000E0;-2.240840149E-1;1.175655212E0;9.681567078E0;9.755261140E0
1.983385000E0;-2.245330811E-1;1.172212372E0;9.689051514E0;9.762285398E0
1.993373000E0;-2.383044434E-1;1.168919220E0;9.684261475E0;9.757462860E0
2.003362000E0;-2.264790344E-1;1.167572021E0;9.688153381E0;9.760882804E0
2.013351000E0;-2.213896179E-1;1.169218597E0;9.681716766E0;9.754574570E0
2.023340000E0;-1.901046753E-1;1.183289337E0;9.682614899E0;9.756502689E0
2.033329000E0;-1.800755310E-1;1.184486847E0;9.686057739E0;9.759874529E0
2.043319000E0;-1.645079041E-1;1.185834045E0;9.682914276E0;9.756643588E0
2.053309000E0;-1.431024170E-1;1.187480621E0;9.683063965E0;9.756654974E0
2.063298000E0;-1.216969299E-1;1.186732178E0;9.681716766E0;9.754936337E0
2.073287000E0;-1.239422607E-1;1.197210388E0;9.681866455E0;9.756393414E0
2.083277000E0;-1.428030396E-1;1.190474396E0;9.690249023E0;9.764146052E0
2.093267000E0;-1.576222229E-1;1.184786224E0;9.680668945E0;9.754174203E0
2.103256000E0;-1.984872437E-1;1.172062683E0;9.690398712E0;9.763040270E0
2.113246000E0;-2.224374390E-1;1.176852722E0;9.688452759E0;9.762201473E0
2.123235000E0;-2.324665833E-1;1.185834045E0;9.692793732E0;9.767829514E0
2.133225000E0;-2.359094238E-1;1.173409882E0;9.690698090E0;9.764331696E0
2.143215000E0;-2.213896179E-1;1.181942139E0;9.681716766E0;9.756107837E0
2.153204000E0;-2.155517578E-1;1.175355835E0;9.685758362E0;9.759192535E0
2.163194000E0;-2.022294617E-1;1.181044006E0;9.680519257E0;9.754394639E0
2.173183000E0;-1.829196167E-1;1.184486847E0;9.690698090E0;9.764532664E0
2.183172000E0;-1.586700439E-1;1.183888092E0;9.684261475E0;9.757647642E0
2.193160000E0;-1.422042847E-1;1.190923462E0;9.670939178E0;9.745028750E0
2.203149000E0;-1.571731567E-1;1.188229065E0;9.671537933E0;9.745523983E0
2.213138000E0;-1.794767761E-1;1.173858948E0;9.677525482E0;9.750110574E0
2.223126000E0;-1.995350647E-1;1.173858948E0;9.684710541E0;9.757631748E0
2.233115000E0;-2.128573608E-1;1.168919220E0;9.687255249E0;9.759846037E0
2.243104000E0;-2.240840149E-1;1.180894318E0;9.689201202E0;9.763469925E0
2.253092000E0;-2.143542480E-1;1.175655212E0;9.688003693E0;9.761430657E0
2.263080000E0;-2.059716797E-1;1.179397430E0;9.689051514E0;9.762741514E0
2.273067000E0;-1.954934692E-1;1.174757080E0;9.681417389E0;9.754389502E0
2.283056000E0;-1.818717957E-1;1.180744629E0;9.688303070E0;9.761682827E0
2.293044000E0;-1.742376709E-1;1.185834045E0;9.673483887E0;9.747453599E0
2.303032000E0;-1.698966980E-1;1.188079376E0;9.685309296E0;9.759385926E0
2.313020000E0;-1.624122620E-1;1.194965057E0;9.688602448E0;9.763367074E0
2.323009000E0;-1.682501221E-1;1.190025330E0;9.685159607E0;9.759445937E0
2.332996000E0;-1.772314453E-1;1.185684357E0;9.674531708E0;9.748529230E0
2.342984000E0;-2.032772827E-1;1.177750854E0;9.678722992E0;9.752235512E0
2.352973000E0;-2.165995789E-1;1.175804901E0;9.693991241E0;9.767440746E0
2.362961000E0;-2.272274780E-1;1.174906769E0;9.682614899E0;9.756283592E0
2.372949000E0;-2.248324585E-1;1.170116730E0;9.682465210E0;9.755503848E0
2.382938000E0;-2.171983337E-1;1.180894318E0;9.686357117E0;9.760491827E0
2.392927000E0;-2.038760376E-1;1.173260193E0;9.681866455E0;9.754826650E0
2.402915000E0;-1.950444031E-1;1.177301788E0;9.685009918E0;9.758252863E0
2.412903000E0;-1.923500061E-1;1.177900543E0;9.692194977E0;9.765402792E0
2.422891000E0;-2.059716797E-1;1.179247742E0;9.675280151E0;9.749056138E0
2.432879000E0;-2.101629639E-1;1.184486847E0;9.677375793E0;9.751860326E0
2.442868000E0;-1.987866211E-1;1.181792450E0;9.677375793E0;9.751294876E0
2.452858000E0;-1.959425354E-1;1.178050232E0;9.685159607E0;9.758509745E0
2.462847000E0;-2.025288391E-1;1.179098053E0;9.677076416E0;9.750748592E0
2.472837000E0;-2.050735474E-1;1.167572021E0;9.678124237E0;9.750454776E0
2.482825000E0;-2.116598511E-1;1.169967041E0;9.683513031E0;9.756231208E0
2.492814000E0;-2.146536255E-1;1.173858948E0;9.681567078E0;9.754832755E0
2.502803000E0;-1.919009399E-1;1.176703033E0;9.690997467E0;9.764061036E0
2.512792000E0;-1.679507446E-1;1.186732178E0;9.687105560E0;9.760970999E0
2.522781000E0;-1.615141296E-1;1.182840271E0;9.687255249E0;9.760538519E0
2.532771000E0;-1.534309387E-1;1.191222839E0;9.678124237E0;9.752365952E0
2.542760000E0;-1.460961914E-1;1.191073151E0;9.671687622E0;9.745847362E0
2.552749000E0;-1.628613281E-1;1.188528442E0;9.687105560E0;9.761103309E0
2.562738000E0;-1.848655701E-1;1.190324707E0;9.681866455E0;9.756515066E0
2.572727000E0;-1.910028076E-1;1.190624084E0;9.688901825E0;9.763651282E0
2.582715000E0;-1.913021851E-1;1.187181244E0;9.689051514E0;9.763386455E0
2.592703000E0;-1.836680603E-1;1.179996185E0;9.678872681E0;9.752266471E0
2.602691000E0;-1.875599670E-1;1.184187469E0;9.682315521E0;9.756265298E0
2.612679000E0;-1.884580994E-1;1.183738403E0;9.676178284E0;9.750137396E0
2.622667000E0;-2.031275940E-1;1.188528442E0;9.672136688E0;9.747004093E0
2.632656000E0;-1.919009399E-1;1.188378754E0;9.690548401E0;9.765029357E0
2.642644000E0;-1.806742859E-1;1.179996185E0;9.678423615E0;9.751764859E0
2.652632000E0;-1.737886047E-1;1.183289337E0;9.682465210E0;9.756049850E0
2.662621000E0;-1.664538574E-1;1.183439026E0;9.679621124E0;9.753117446E0
2.672608000E0;-1.776805115E-1;1.175355835E0;9.682165833E0;9.754863757E0
2.682596000E0;-1.895059204E-1;1.169667664E0;9.673483887E0;9.745785009E0
2.692584000E0;-1.951940918E-1;1.172661438E0;9.678124237E0;9.750862748E0
2.702571000E0;-1.993853760E-1;1.174008636E0;9.681567078E0;9.754526738E0
2.712559000E0;-1.908531189E-1;1.174757080E0;9.673783264E0;9.746720564E0
2.722547000E0;-1.913021851E-1;1.182391205E0;9.671388245E0;9.745275577E0
2.732536000E0;-1.841171265E-1;1.184187469E0;9.673932953E0;9.747880685E0
2.742525000E0;-1.640588379E-1;1.185085602E0;9.683662720E0;9.757287884E0
2.752514000E0;-1.598675537E-1;1.194815369E0;9.688303070E0;9.763009668E0
2.762503000E0;-1.586700439E-1;1.182840271E0;9.686057739E0;9.759303347E0
2.772492000E0;-1.727407837E-1;1.185384979E0;9.691147156E0;9.764901951E0
2.782481000E0;-1.827699280E-1;1.184636536E0;9.691596222E0;9.765439360E0
2.792470000E0;-2.136058044E-1;1.179996185E0;9.696835327E0;9.770702830E0
2.802460000E0;-2.287243652E-1;1.184037781E0;9.686357117E0;9.761135922E0
2.812449000E0;-2.447410583E-1;1.176553345E0;9.670789490E0;9.745170358E0
2.822438000E0;-2.522254944E-1;1.183439026E0;9.679321747E0;9.754661199E0
2.832427000E0;-2.490820312E-1;1.168619843E0;9.691446533E0;9.764827193E0
2.842416000E0;-2.432441711E-1;1.170116730E0;9.679172058E0;9.752677203E0
2.852405000E0;-2.266287231E-1;1.173409882E0;9.677076416E0;9.750592766E0
2.862394000E0;-2.170486450E-1;1.180744629E0;9.683063965E0;9.757202250E0
2.872383000E0;-1.902543640E-1;1.184486847E0;9.678573303E0;9.752640002E0
2.882372000E0;-1.616638184E-1;1.183588715E0;9.681567078E0;9.754986341E0
2.892361000E0;-1.448986816E-1;1.182840271E0;9.683513031E0;9.756563501E0
2.902350000E0;-1.227447510E-1;1.187929688E0;9.670939178E0;9.744398792E0
