"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.562527833E0;7.411837006E0;-8.592132568E-2;6.469995575E0;9.838879662E0
1.572603833E0;7.404502258E0;-8.996292114E-2;6.467450867E0;9.831717436E0
1.582678833E0;7.407645721E0;-7.334747314E-2;6.463259583E0;9.831191149E0
1.592754833E0;7.414082336E0;-6.661148071E-2;6.472091217E0;9.841799566E0
1.602830833E0;7.407196655E0;-7.454498291E-2;6.475384369E0;9.838837430E0
1.612906833E0;7.394922180E0;-8.098159790E-2;6.457721100E0;9.818023929E0
1.622982833E0;7.415429535E0;-8.681945801E-2;6.469845886E0;9.841495750E0
1.633058833E0;7.393275604E0;-9.205856323E-2;6.465504913E0;9.822003498E0
1.643134833E0;7.389533386E0;-8.607101440E-2;6.463708649E0;9.817949958E0
1.653210833E0;7.423961792E0;-6.227050781E-2;6.472091217E0;9.849215757E0
1.663286833E0;7.422015839E0;-6.780899048E-2;6.466253357E0;9.843949901E0
1.673362833E0;7.405101013E0;-7.469467163E-2;6.456972656E0;9.825151205E0
1.683438833E0;7.411088562E0;-6.870712280E-2;6.459966431E0;9.831587900E0
1.693514833E0;7.396718445E0;-8.816665649E-2;6.461313629E0;9.821801817E0
1.703590833E0;7.392377472E0;-9.250762939E-2;6.448290710E0;9.810007922E0
1.713666833E0;7.406897278E0;-7.963439941E-2;6.458768921E0;9.827724299E0
1.723742833E0;7.412735138E0;-6.271957397E-2;6.480024719E0;9.845978688E0
1.733818833E0;7.399562531E0;-6.256988525E-2;6.467600555E0;9.827883677E0
1.743894833E0;7.412286072E0;-6.167175293E-2;6.466852112E0;9.836969272E0
1.753970833E0;7.419022064E0;-7.723937988E-2;6.474186859E0;9.846976683E0
1.764046833E0;7.400310974E0;-7.140151978E-2;6.472989349E0;9.832054303E0
1.774122833E0;7.401807861E0;-7.679031372E-2;6.466552734E0;9.828985738E0
1.784198833E0;7.401807861E0;-7.813751221E-2;6.469696198E0;9.831064743E0
1.794273833E0;7.413333893E0;-7.424560547E-2;6.467151489E0;9.838042498E0
1.804349833E0;7.413782959E0;-7.843688965E-2;6.465055847E0;9.837035997E0
1.814425833E0;7.408394165E0;-7.469467163E-2;6.462361450E0;9.831174849E0
1.824501833E0;7.422165527E0;-7.050338745E-2;6.471043396E0;9.847228771E0
1.834577833E0;7.404352570E0;-8.502319336E-2;6.460415497E0;9.826934126E0
1.844653833E0;7.407645721E0;-7.574249268E-2;6.458918610E0;9.828356000E0
1.854729833E0;7.410639496E0;-8.187973022E-2;6.465953979E0;9.835285603E0
1.864805833E0;7.407196655E0;-7.289840698E-2;6.464157715E0;9.831439947E0
1.874881833E0;7.400909729E0;-7.185058594E-2;6.459966431E0;9.823939821E0
1.884957833E0;7.421417084E0;-7.559280396E-2;6.460565186E0;9.839819527E0
1.895033833E0;7.415728912E0;-8.232879639E-2;6.464457092E0;9.838141025E0
1.905109833E0;7.396868134E0;-8.502319336E-2;6.455176392E0;9.817850548E0
1.915185833E0;7.424410858E0;-8.068222046E-2;6.459966431E0;9.841725077E0
1.925261833E0;7.408094788E0;-8.113128662E-2;6.455176392E0;9.826278691E0
1.935337833E0;7.385042725E0;-7.858657837E-2;6.460415497E0;9.812339185E0
1.945413833E0;7.420369263E0;-6.167175293E-2;6.468199310E0;9.843946654E0
1.955489833E0;7.407795410E0;-7.214996338E-2;6.457571411E0;9.827556511E0
1.965565833E0;7.416477356E0;-7.798782349E-2;6.457421722E0;9.834048697E0
1.975641833E0;7.429799652E0;-6.511459351E-2;6.469097443E0;9.851669123E0
1.985717833E0;7.388485565E0;-7.469467163E-2;6.466702423E0;9.819039590E0
1.995792833E0;7.398514709E0;-9.041198730E-2;6.468648376E0;9.828001122E0
2.005868833E0;7.409591675E0;-6.945556641E-2;6.473887482E0;9.839618488E0
2.015944833E0;7.394024048E0;-7.978408813E-2;6.470594330E0;9.825810303E0
2.026020833E0;7.404202881E0;-7.394622803E-2;6.462660828E0;9.828208042E0
2.036096833E0;7.430847473E0;-6.167175293E-2;6.483168182E0;9.861681766E0
2.046172833E0;7.404951324E0;-7.155120850E-2;6.457571411E0;9.825408502E0
2.056248833E0;7.413034515E0;-6.900650024E-2;6.452781372E0;9.828338113E0
2.066324833E0;7.416776733E0;-7.170089722E-2;6.459816742E0;9.835799432E0
2.076400833E0;7.390880585E0;-8.592132568E-2;6.466103668E0;9.820539442E0
2.086476833E0;7.410789185E0;-8.442443848E-2;6.458319855E0;9.830402798E0
2.096552833E0;7.418423309E0;-7.005432129E-2;6.461014252E0;9.837815670E0
2.106628833E0;7.406148834E0;-6.242019653E-2;6.468648376E0;9.833531850E0
2.116704833E0;7.408094788E0;-7.080276489E-2;6.473887482E0;9.838500929E0
2.126780833E0;7.404651947E0;-6.960525513E-2;6.465055847E0;9.830089646E0
2.136856833E0;7.411837006E0;-7.214996338E-2;6.468348999E0;9.837686323E0
2.146932833E0;7.400161285E0;-8.038284302E-2;6.464307404E0;9.826297302E0
2.157008833E0;7.395071869E0;-8.053253174E-2;6.458319855E0;9.818526813E0
2.167084833E0;7.401209106E0;-7.933502197E-2;6.466403046E0;9.828456574E0
2.177160833E0;7.411238251E0;-7.529342651E-2;6.467301178E0;9.836569831E0
2.187236833E0;7.410789185E0;-7.005432129E-2;6.461463318E0;9.832355372E0
2.197311833E0;7.413633270E0;-7.454498291E-2;6.468648376E0;9.839254394E0
2.207387833E0;7.408693542E0;-6.900650024E-2;6.467151489E0;9.834508137E0
