"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.483177125E0;5.141807556E-1;1.192270660E0;9.789193268E0;9.874927646E0
2.493143125E0;5.120851135E-1;1.207089844E0;9.757309570E0;9.845018390E0
2.503108125E0;5.113366699E-1;1.208736420E0;9.717492371E0;9.805721131E0
2.513073125E0;5.352868652E-1;1.182540894E0;9.709558868E0;9.795941426E0
2.523039125E0;5.122348022E-1;1.185534668E0;9.766739960E0;9.851755497E0
2.533004125E0;5.240602112E-1;1.194815369E0;9.783355408E0;9.869967878E0
2.542969125E0;5.287005615E-1;1.182091827E0;9.795330505E0;9.880554897E0
2.552935125E0;5.161267090E-1;1.179547119E0;9.769584045E0;9.854059600E0
2.562900125E0;5.095404053E-1;1.158740387E0;9.739945679E0;9.821855860E0
2.572866125E0;4.810995483E-1;1.164278870E0;9.708660736E0;9.790050835E0
2.582831125E0;4.787045288E-1;1.193168793E0;9.707163849E0;9.791927276E0
2.592796125E0;5.102888489E-1;1.184786224E0;9.695937195E0;9.781375731E0
2.602761125E0;5.063969421E-1;1.184636536E0;9.723030853E0;9.808013589E0
2.612727125E0;5.131329346E-1;1.180894318E0;9.764644318E0;9.849167246E0
2.622692125E0;5.002597046E-1;1.184935913E0;9.771979065E0;9.856262361E0
2.632657125E0;5.165757751E-1;1.175206146E0;9.786349182E0;9.870186945E0
2.642623125E0;5.272036743E-1;1.187031555E0;9.757010193E0;9.843080592E0
2.652588125E0;5.126838684E-1;1.178648987E0;9.754315796E0;9.838634805E0
2.662553125E0;4.941224670E-1;1.201701050E0;9.759255524E0;9.845370019E0
2.672519125E0;4.918771362E-1;1.183738403E0;9.771380310E0;9.855102886E0
2.682484125E0;5.150788879E-1;1.193917236E0;9.772428131E0;9.858554468E0
2.692450125E0;4.944218445E-1;1.168021088E0;9.749974823E0;9.832127708E0
2.702415125E0;4.875361633E-1;1.166673889E0;9.744586029E0;9.826279884E0
2.712380000E0;4.867877197E-1;1.206491089E0;9.743238831E0;9.829714438E0
2.722345000E0;5.144801331E-1;1.186732178E0;9.729317780E0;9.814919639E0
2.732311000E0;5.059478760E-1;1.183439026E0;9.732161865E0;9.816897970E0
